project_id,county,property_name,ain,apn,situs_address,legacy_redundant,assignment_source,method,notes,roll_year,roll_land_value,roll_imp_value,roll_total_value,real_estate_exemp,year_built,use_description,value_source,fetch_date,operative_project_id,assignment_check
16,Solano,Montessa Apartments,128102100,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,50439.0,571000.0,621439.0,115237.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102090,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,50439.0,561000.0,611439.0,107787.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102080,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,50439.0,605000.0,655439.0,118205.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102070,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,9639.0,0,9639.0,1665.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102060,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,9639.0,0,9639.0,1704.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102050,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,33305.0,0,33305.0,5755.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102040,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,33305.0,0,33305.0,5888.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102030,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,33350.0,0,33350.0,5762.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,33263.0,0,33263.0,5658.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,41238.0,0,41238.0,7125.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102210,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,88958.0,561000.0,649958.0,114443.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102200,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,70451.0,605000.0,675451.0,448773.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102190,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,70404.0,561000.0,631404.0,111237.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102180,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,70404.0,605000.0,675404.0,121601.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102170,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,70404.0,561000.0,631404.0,111237.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102160,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,49366.0,571000.0,620366.0,113937.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102150,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,49366.0,561000.0,610366.0,107602.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102140,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,48965.0,605000.0,653965.0,117954.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102130,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,48965.0,561000.0,609965.0,107533.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102120,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,50603.0,571000.0,621603.0,115266.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103090,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,52887.0,561000.0,613887.0,390827.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103080,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,49635.0,571000.0,620635.0,115095.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103070,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,49635.0,561000.0,610635.0,107648.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103060,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,49635.0,605000.0,654635.0,434959.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103050,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,49635.0,561000.0,610635.0,107648.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103040,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,71329.0,571000.0,642329.0,118930.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103030,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,30529.0,0,30529.0,5275.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,30529.0,0,30529.0,5397.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,97840.0,561000.0,658840.0,419134.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128103180,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,89491.0,572220.0,661711.0,116518.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128103170,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,68555.0,582420.0,650975.0,351865.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128103160,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,68555.0,617100.0,685655.0,123479.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128103150,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,68555.0,572220.0,640775.0,112900.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128103140,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,48832.0,582420.0,631252.0,341301.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128103130,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,8032.0,0,8032.0,1366.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128103120,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,48832.0,572220.0,621052.0,109492.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128103110,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,48832.0,582420.0,631252.0,341301.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128103100,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,50532.0,572220.0,622752.0,622752.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128105060,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,"Government-owned common-area parcel (use code 9800, $0 values) — Drew via Solano GIS 2026-08-22",2026,,,0,0,,,manual-repo-edit,,16,documented
16,Solano,Montessa Apartments,128105050,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,54282.0,408000.0,462282.0,132718.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128105040,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,54384.0,397800.0,452184.0,452184.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128105030,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,13574.0,0,13574.0,3743.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128105020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,54364.0,397800.0,452164.0,161808.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128105010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,54554.0,408000.0,462554.0,132793.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128104020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,98534.0,572220.0,670754.0,362111.0,,,solano-county-portal,2026-08-22,16,situs-match
16,Solano,Montessa Apartments,128104010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,61611.0,0,61611.0,24570.0,,,solano-county-portal,2026-08-22,16,situs-match
225,Solano,Bennington Apartments,168150010,0168-150-010,2780 NORTH TEXAS STREET FAIRFIELD,False,manual-repo-edit,,Single Real Property parcel at the project situs per Solano assessor portal search 2026-08-22 (other hits are business accounts),2026,5338692.0,23942991.0,29281683.0,0.0,,,solano-county-portal,2026-08-22,225,situs-match
131,Sonoma,Citrine Apartments,89082034000,089-082-034-000,1260 GROVE ST HEALDSBURG CA 95448-4784,False,collaborator-sheet,,,,,,10140095,0,,,collaborator-sheet,,131,no-situs
230,Los Angeles,Hansen illage Apartments,2530007015,,11821 FOOTHILL BLVD LOS ANGELES CA 91342,False,script-situs-match (2026-08-21),situs-match,Resolved by LA county situs/geocode search; two parcels share situs 11821 Foothill — multi-parcel,2026,942311,822380,1764691,0,1986,Five or more apartments,la-county-api,2026-08-22,230,situs-match
369,San Diego,Verdana Apartments,4441201300,444-120-13-00,438 CAMINO DEL RIO S SAN DIEGO CA 92108,False,script-situs-match (2026-08-22),situs-match,"Exact situs match, SANDAG; pre-development parcels per staff report address",2026,2427182,1490976,3918158,,79,21,sandag-parcels,2026-08-22,369,situs-match
369,San Diego,Verdana Apartments,4441201800,444-120-18-00,480 CAMINO DEL RIO S SAN DIEGO CA 92108,False,script-situs-match (2026-08-22),situs-match,"Exact situs match, SANDAG; pre-development parcels per staff report address",2026,1884643,0,1884643,,  ,20,sandag-parcels,2026-08-22,369,situs-match
238,Alameda,Heritage Park Apartments Livermore,9917523,99-175-23,900 E STANLEY BLVD LIVERMORE CA 94550,False,manual-repo-edit,,Drew 2026-08-22 via Alameda assessor lookup,2026,,,47387387,19523603,,,manual-repo-edit,,238,no-situs
1,Los Angeles,Alvarado Streets Apartments,5136019023,5136-019-023,1136 S ALVARADO ST LOS ANGELES CA 90006,False,manual-repo-edit,,"Added 2026-08-22 (Drew): same-situs Auto/Recreation parcel, likely complex parking; ownership not independently verified — assumed part of property",2026,1039983,0,1039983,0,1952,"Auto, Recreation EQPT, Construction EQPT, Sales & Service",la-county-api,2026-08-22,1,situs-match
12,Los Angeles,The Waterloo Apartments,5402028022,5402-028-022,,False,manual-repo-edit,,"Pre-construction site (demolition not started): project will occupy 5402-028-023 and 5402-028-022; county values/units reflect existing buildings (units reviewed 2026-08-22, Drew)",2026,831300,306000,1137300,0,1912,Two Units,la-county-api,2026-08-22,12,situs-match
68,Los Angeles,Candlewood North Apartments,2764001012,2764-001-012,,False,manual-repo-edit,,"Added 2026-08-22 (Drew, assessor portal): complex spans 2764-001-012..014",2026,8339520,7956000,16295520,8364491,1965,Five or more apartments,la-county-api,2026-08-22,68,situs-match
68,Los Angeles,Candlewood North Apartments,2764001014,2764-001-014,,False,manual-repo-edit,,"Added 2026-08-22 (Drew, assessor portal): complex spans 2764-001-012..014",2026,9016800,8896440,17913240,9194867,1964,Five or more apartments,la-county-api,2026-08-22,68,situs-match
181,Los Angeles,The Hive Apartments,7157012023,7157-012-023,5700 ACKERFIELD AVE LONG BEACH CA,False,manual-repo-edit,,"Added 2026-08-22 (Drew): staff report prose gives two addresses, 5700 and 5565 Ackerfield; this is 5700",2026,4762701,20566211,25328912,0,1973,Five or more apartments,la-county-api,2026-08-22,181,situs-match
231,Los Angeles,Violet on Virgil,5501017045,5501-017-045,,False,manual-repo-edit,,"Added 2026-08-22 (Drew, assessor portal): additional lot completing the 302-unit site",2026,20247672,33588722,53836394,0,1972,Five or more apartments,la-county-api,2026-08-22,231,situs-match
